GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "44000","Rhode Island",1,SAINC11,17,"54","  Professional, scientific, and technical services ","Percentage points",0.33,0.41,0.35,0.23,0.13,0.28,0.24,0.79,-0.06,0.36,-0.30,0.12,0.19,0.11,0.22,0.33,0.28,-0.08,0.32,0.26,0.27,0.14,0.71,0.54,0.35,0.47
 "44000","Rhode Island",1,SAINC11,18,"55","  Management of companies and enterprises ","Percentage points",-0.08,0.39,0.11,0.05,0.80,0.07,0.20,0.35,0.16,0.10,-0.32,0.26,0.17,0.38,0.31,0.29,0.20,0.20,0.09,-0.02,-0.35,0.22,0.34,-0.11,-0.34,-0.12
 "44000","Rhode Island",1,SAINC11,19,"56","  Administrative and support and waste management and remediation services ","Percentage points",0.16,0.21,0.08,-0.01,0.05,0.25,0.15,0.13,0.13,-0.02,-0.07,0.19,0.11,0.13,0.17,0.09,0.10,0.06,0.21,0.19,0.11,0.03,0.23,0.26,0.08,0.09
 "44000","Rhode Island",1,SAINC11,20,"61","  Educational services ","Percentage points",0.16,0.19,0.10,0.22,0.11,0.19,0.10,0.19,0.16,0.12,0.17,0.15,0.09,-0.06,0.05,0.16,0.11,-0.02,0.08,0.16,0.14,-0.02,0.13,0.23,0.10,0.15
 "44000","Rhode Island",1,SAINC11,21,"62","  Health care and social assistance ","Percentage points",0.20,0.11,0.36,0.91,0.51,0.60,0.43,0.58,0.36,0.37,0.26,0.61,-0.02,0.10,0.27,0.19,0.34,0.00,0.09,0.26,0.51,0.17,0.38,0.45,0.63,0.63
 "44000","Rhode Island",1,SAINC11,22,"71","  Arts, entertainment, and recreation ","Percentage points",0.06,0.13,0.03,0.09,0.10,-0.06,-0.02,0.00,0.03,-0.04,-0.02,0.13,0.03,0.01,0.06,0.11,0.04,0.06,0.02,-0.04,-0.09,-0.20,0.12,0.09,0.13,0.13
 "44000","Rhode Island",1,SAINC11,23,"72","  Accommodation and food services ","Percentage points",0.21,0.24,-0.06,0.15,0.12,0.08,0.07,0.00,0.03,0.05,-0.19,0.22,0.17,0.21,0.10,0.02,0.20,0.16,0.12,0.17,0.30,-0.56,0.85,0.15,0.12,0.14
 "44000","Rhode Island",1,SAINC11,24,"81","  Other services (except government and government enterprises) ","Percentage points",0.19,0.25,-0.12,0.32,0.03,0.12,0.13,0.19,-0.04,-0.18,-0.02,0.18,0.03,0.04,0.01,0.11,0.10,0.08,0.06,0.09,0.05,-0.16,0.15,0.19,0.14,0.14
 "44000","Rhode Island",1,SAINC11,25,"..."," Government and government enterprises ","Percentage points",0.77,0.97,0.49,0.69,0.73,0.68,0.34,0.51,0.46,0.27,-0.15,0.58,0.01,-0.04,0.10,0.31,0.29,0.43,0.40,0.33,0.29,0.20,0.47,0.35,0.58,0.52
 "44000","Rhode Island",1,SAINC11,26,"...","  Federal civilian ","Percentage points",0.05,0.20,0.06,0.15,0.11,0.15,0.05,0.11,0.07,0.05,0.13,0.14,0.03,0.04,-0.03,0.08,0.08,0.07,0.15,0.05,0.05,0.11,0.09,0.10,0.18,0.14
 "44000","Rhode Island",1,SAINC11,27,"...","  Military ","Percentage points",0.06,0.07,0.04,0.10,0.13,0.02,0.04,-0.03,0.07,0.06,0.05,0.04,-0.01,0.00,-0.01,-0.06,0.00,0.17,0.06,-0.08,0.07,0.01,0.11,0.05,0.06,0.12
 "44000","Rhode Island",1,SAINC11,28,"...","  State and local ","Percentage points",0.67,0.70,0.40,0.43,0.50,0.51,0.25,0.43,0.32,0.16,-0.32,0.39,0.00,-0.08,0.14,0.29,0.20,0.19,0.18,0.36,0.17,0.08,0.28,0.20,0.33,0.26
"Note: See the included footnote file."
"SAINC11: Contributions of earnings to percent change in personal income by industry 1."
"Last updated: September 26, 2025-- revised statistics for 2020-2024."
"U.S. Bureau of Economic Analysis"
