State,Year,unemployment_rate
Arkansas,2023,3.141666666666667
Arkansas,2024,3.466666666666667
California,1999,5.283333333333333
California,2000,4.925
California,2001,5.458333333333333
California,2002,6.733333333333333
California,2003,6.8999999999999995
California,2004,6.2250000000000005
California,2005,5.391666666666667
California,2006,4.891666666666667
California,2007,5.316666666666666
California,2008,7.283333333333334
California,2009,11.450000000000001
California,2010,12.316666666666668
California,2011,11.733333333333334
California,2012,10.391666666666667
California,2013,9.025
California,2014,7.566666666666666
California,2015,6.216666666666666
California,2016,5.516666666666667
California,2017,4.833333333333333
California,2018,4.258333333333334
California,2019,4.091666666666667
California,2020,10.166666666666666
California,2021,7.3500000000000005
California,2022,4.291666666666667
California,2023,4.7250000000000005
California,2024,5.316666666666666
Colorado,1999,3.0083333333333333
Colorado,2000,2.725
Colorado,2001,3.8166666666666664
Colorado,2002,5.716666666666666
Colorado,2003,6.116666666666667
Colorado,2004,5.566666666666666
Colorado,2005,5.083333333333333
Colorado,2006,4.25
Colorado,2007,3.6833333333333336
Colorado,2008,4.841666666666667
Colorado,2009,7.949999999999999
Colorado,2010,9.141666666666667
Colorado,2011,8.691666666666666
Colorado,2012,7.991666666666667
Colorado,2013,6.7250000000000005
Colorado,2014,4.95
Colorado,2015,3.6999999999999997
Colorado,2016,3.1166666666666667
Colorado,2017,2.6166666666666667
Colorado,2018,3.025
Colorado,2019,2.6666666666666665
Colorado,2020,6.791666666666667
Colorado,2021,5.508333333333333
Colorado,2022,3.1
Colorado,2023,3.3000000000000003
Colorado,2024,4.25
Connecticut,1999,2.5
Connecticut,2000,2.1583333333333337
Connecticut,2001,2.9333333333333336
Connecticut,2002,4.3500000000000005
Connecticut,2003,5.458333333333333
Connecticut,2004,5.05
Connecticut,2005,4.858333333333333
Connecticut,2006,4.425
Connecticut,2007,4.533333333333333
Connecticut,2008,5.641666666666667
Connecticut,2009,8.258333333333333
Connecticut,2010,9.491666666666667
Connecticut,2011,9.008333333333333
Connecticut,2012,8.383333333333335
Connecticut,2013,7.95
Connecticut,2014,6.616666666666667
Connecticut,2015,5.608333333333333
Connecticut,2016,4.875
Connecticut,2017,4.408333333333333
Connecticut,2018,3.9
Connecticut,2019,3.5833333333333335
Connecticut,2020,8.008333333333333
Connecticut,2021,6.458333333333333
Connecticut,2022,4.033333333333333
Connecticut,2023,3.1999999999999997
Connecticut,2024,3.1750000000000003
Delaware,1999,3.2416666666666667
Delaware,2000,3.4583333333333335
Delaware,2001,3.483333333333333
Delaware,2002,4.083333333333333
Delaware,2003,4.25
Delaware,2004,4.008333333333333
Delaware,2005,4.125
Delaware,2006,3.5833333333333335
Delaware,2007,3.4
Delaware,2008,4.866666666666666
Delaware,2009,8.158333333333333
Delaware,2010,8.299999999999999
Delaware,2011,7.433333333333334
Delaware,2012,6.958333333333333
Delaware,2013,6.533333333333334
Delaware,2014,5.616666666666667
Delaware,2015,4.808333333333334
Delaware,2016,4.533333333333333
Delaware,2017,4.3999999999999995
Delaware,2018,3.6916666666666664
Delaware,2019,3.5500000000000003
Delaware,2020,7.5249999999999995
Delaware,2021,5.441666666666666
Delaware,2022,4.175
Delaware,2023,3.8333333333333335
Delaware,2024,3.6916666666666664
Florida,1999,3.9416666666666664
Florida,2000,3.733333333333333
Florida,2001,4.666666666666667
Florida,2002,5.641666666666667
Florida,2003,5.291666666666667
Florida,2004,4.608333333333333
Florida,2005,3.7416666666666667
Florida,2006,3.283333333333333
Florida,2007,4.008333333333334
Florida,2008,6.3
Florida,2009,10.216666666666667
Florida,2010,11.25
Florida,2011,10.183333333333334
Florida,2012,8.674999999999999
Florida,2013,7.516666666666667
Florida,2014,6.441666666666666
Florida,2015,5.5
Florida,2016,4.908333333333334
Florida,2017,4.283333333333333
Florida,2018,3.641666666666667
Florida,2019,3.2416666666666667
Florida,2020,8.066666666666666
Florida,2021,4.716666666666667
Florida,2022,3.016666666666667
Florida,2023,2.9499999999999997
Florida,2024,3.358333333333333
Georgia,1999,3.8333333333333335
Georgia,2000,3.533333333333333
Georgia,2001,3.983333333333333
Georgia,2002,4.983333333333333
Georgia,2003,4.825
Georgia,2004,4.766666666666667
Georgia,2005,5.283333333333333
Georgia,2006,4.658333333333333
Georgia,2007,4.575
Georgia,2008,6.408333333333334
Georgia,2009,9.908333333333333
Georgia,2010,10.383333333333333
Georgia,2011,10.033333333333333
Georgia,2012,9.041666666666666
Georgia,2013,8.133333333333333
Georgia,2014,7.1499999999999995
Georgia,2015,6.05
Georgia,2016,5.45
Georgia,2017,4.758333333333334
Georgia,2018,4.016666666666667
Georgia,2019,3.6
Georgia,2020,6.55
Georgia,2021,3.9416666666666664
Georgia,2022,3.1666666666666665
Georgia,2023,3.283333333333333
Georgia,2024,3.5083333333333333
Hawaii,1999,5.166666666666667
Hawaii,2000,4.233333333333333
Hawaii,2001,4.2749999999999995
Hawaii,2002,4.041666666666667
Hawaii,2003,3.908333333333333
Hawaii,2004,3.3083333333333336
Hawaii,2005,2.841666666666667
Hawaii,2006,2.566666666666667
Hawaii,2007,2.7416666666666667
Hawaii,2008,4.091666666666667
Hawaii,2009,6.5
Hawaii,2010,6.7
Hawaii,2011,6.708333333333333
Hawaii,2012,5.808333333333334
Hawaii,2013,4.716666666666667
Hawaii,2014,4.2250000000000005
Hawaii,2015,3.4166666666666665
Hawaii,2016,2.908333333333333
Hawaii,2017,2.2333333333333334
Hawaii,2018,2.4
Hawaii,2019,2.5083333333333333
Hawaii,2020,11.741666666666667
Hawaii,2021,5.966666666666666
Hawaii,2022,3.2583333333333333
Hawaii,2023,2.9250000000000003
Hawaii,2024,2.9499999999999997
Idaho,1999,4.983333333333333
Idaho,2000,4.625
Idaho,2001,5.075
Idaho,2002,5.641666666666667
Idaho,2003,5.591666666666666
Idaho,2004,4.8999999999999995
Idaho,2005,4.0249999999999995
Idaho,2006,3.391666666666667
Idaho,2007,2.9499999999999997
Idaho,2008,5.016666666666667
Idaho,2009,9.025
Idaho,2010,9.125
Idaho,2011,8.441666666666666
Idaho,2012,7.5249999999999995
Idaho,2013,6.8999999999999995
Idaho,2014,4.408333333333333
Idaho,2015,3.908333333333333
Idaho,2016,3.7083333333333335
Idaho,2017,3.1833333333333336
Idaho,2018,2.875
Idaho,2019,2.8833333333333333
Idaho,2020,5.55
Idaho,2021,3.5749999999999997
Idaho,2022,2.875
Idaho,2023,3.1999999999999997
Idaho,2024,3.658333333333333
Illinois,1999,4.425
Illinois,2000,4.458333333333333
Illinois,2001,5.433333333333334
Illinois,2002,6.55
Illinois,2003,6.75
Illinois,2004,6.191666666666666
Illinois,2005,5.733333333333333
Illinois,2006,4.625
Illinois,2007,5.058333333333334
Illinois,2008,6.508333333333333
Illinois,2009,9.966666666666667
Illinois,2010,10.391666666666667
Illinois,2011,9.766666666666667
Illinois,2012,9.033333333333333
Illinois,2013,9.075000000000001
Illinois,2014,7.158333333333334
Illinois,2015,5.991666666666667
Illinois,2016,5.883333333333333
Illinois,2017,4.958333333333333
Illinois,2018,4.391666666666667
Illinois,2019,3.975
Illinois,2020,9.333333333333334
Illinois,2021,6.1000000000000005
Illinois,2022,4.583333333333333
Illinois,2023,4.483333333333333
Illinois,2024,4.991666666666666
Indiana,1999,2.9250000000000003
Indiana,2000,3.025
Indiana,2001,4.175
Indiana,2002,5.116666666666666
Indiana,2003,5.208333333333333
Indiana,2004,5.416666666666667
Indiana,2005,5.3999999999999995
Indiana,2006,5.016666666666667
Indiana,2007,4.641666666666667
Indiana,2008,5.933333333333334
Indiana,2009,10.158333333333333
Indiana,2010,9.975
Indiana,2011,8.908333333333333
Indiana,2012,8.216666666666667
Indiana,2013,7.508333333333333
Indiana,2014,5.95
Indiana,2015,4.8
Indiana,2016,4.391666666666667
Indiana,2017,3.525
Indiana,2018,3.4333333333333336
Indiana,2019,3.3166666666666664
Indiana,2020,7.383333333333333
Indiana,2021,3.891666666666667
Indiana,2022,3.0666666666666664
Indiana,2023,3.4499999999999997
Indiana,2024,4.183333333333334
Iowa,1999,2.6833333333333336
Iowa,2000,2.6750000000000003
Iowa,2001,3.3333333333333335
Iowa,2002,4.0
Iowa,2003,4.458333333333333
Iowa,2004,4.508333333333334
Iowa,2005,4.283333333333333
Iowa,2006,3.691666666666667
Iowa,2007,3.716666666666667
Iowa,2008,4.158333333333333
Iowa,2009,6.466666666666666
Iowa,2010,6.091666666666666
Iowa,2011,5.583333333333333
Iowa,2012,5.008333333333334
Iowa,2013,4.7250000000000005
Iowa,2014,4.258333333333334
Iowa,2015,3.716666666666667
Iowa,2016,3.6
Iowa,2017,3.091666666666667
Iowa,2018,2.5833333333333335
Iowa,2019,2.6583333333333337
Iowa,2020,5.216666666666667
Iowa,2021,3.85
Iowa,2022,2.8249999999999997
Iowa,2023,2.9333333333333336
Iowa,2024,3.033333333333333
Kansas,1999,3.466666666666667
Kansas,2000,3.7416666666666667
Kansas,2001,4.3
Kansas,2002,5.091666666666666
Kansas,2003,5.583333333333333
Kansas,2004,5.491666666666667
Kansas,2005,5.083333333333333
Kansas,2006,4.416666666666667
Kansas,2007,4.258333333333334
Kansas,2008,4.583333333333333
Kansas,2009,7.041666666666667
Kansas,2010,6.941666666666666
Kansas,2011,6.3500000000000005
Kansas,2012,5.683333333333334
Kansas,2013,5.316666666666666
Kansas,2014,4.5249999999999995
Kansas,2015,4.175
Kansas,2016,4.05
Kansas,2017,3.641666666666667
Kansas,2018,3.3083333333333336
Kansas,2019,3.15
Kansas,2020,5.825
Kansas,2021,3.391666666666667
Kansas,2022,2.725
Kansas,2023,2.875
Kansas,2024,3.5583333333333336
Kentucky,1999,4.508333333333333
Kentucky,2000,4.1499999999999995
Kentucky,2001,5.158333333333333
Kentucky,2002,5.783333333333334
Kentucky,2003,6.183333333333334
Kentucky,2004,5.516666666666667
Kentucky,2005,5.841666666666666
Kentucky,2006,5.733333333333333
Kentucky,2007,5.366666666666667
Kentucky,2008,6.541666666666667
Kentucky,2009,10.625
Kentucky,2010,10.283333333333333
Kentucky,2011,9.375
Kentucky,2012,8.191666666666666
Kentucky,2013,7.916666666666667
Kentucky,2014,6.441666666666666
Kentucky,2015,5.25
Kentucky,2016,5.075
Kentucky,2017,4.75
Kentucky,2018,4.2
Kentucky,2019,4.083333333333333
Kentucky,2020,6.449999999999999
Kentucky,2021,4.475
Kentucky,2022,4.05
Kentucky,2023,4.291666666666667
Kentucky,2024,5.058333333333334
Louisiana,1999,4.95
Louisiana,2000,5.125
Louisiana,2001,5.591666666666666
Louisiana,2002,5.966666666666666
Louisiana,2003,6.233333333333333
Louisiana,2004,5.683333333333334
Louisiana,2005,7.05
Louisiana,2006,4.141666666666667
Louisiana,2007,4.083333333333333
Louisiana,2008,4.666666666666667
Louisiana,2009,6.708333333333333
Louisiana,2010,7.433333333333334
Louisiana,2011,7.341666666666666
Louisiana,2012,6.716666666666666
Louisiana,2013,6.375
Louisiana,2014,6.241666666666667
Louisiana,2015,6.266666666666667
Louisiana,2016,6.041666666666667
Louisiana,2017,5.125
Louisiana,2018,4.825
Louisiana,2019,4.633333333333334
Louisiana,2020,8.683333333333334
Louisiana,2021,5.608333333333333
Louisiana,2022,3.6666666666666665
Louisiana,2023,3.725
Louisiana,2024,4.341666666666666
Maine,1999,3.9583333333333335
Maine,2000,3.3083333333333336
Maine,2001,3.75
Maine,2002,4.433333333333334
Maine,2003,5.1000000000000005
Maine,2004,4.666666666666667
Maine,2005,4.883333333333334
Maine,2006,4.708333333333333
Maine,2007,4.7
Maine,2008,5.408333333333334
Maine,2009,8.299999999999999
Maine,2010,8.35
Maine,2011,7.7749999999999995
Maine,2012,7.208333333333333
Maine,2013,6.683333333333334
Maine,2014,5.575
Maine,2015,4.391666666666667
Maine,2016,3.7916666666666665
Maine,2017,3.375
Maine,2018,3.1750000000000003
Maine,2019,2.9
Maine,2020,5.116666666666667
Maine,2021,4.733333333333333
Maine,2022,2.841666666666667
Maine,2023,2.6083333333333334
Maine,2024,3.0833333333333335
Maryland,1999,3.4250000000000003
Maryland,2000,3.5749999999999997
Maryland,2001,4.141666666666667
Maryland,2002,4.483333333333333
Maryland,2003,4.4750000000000005
Maryland,2004,4.308333333333333
Maryland,2005,4.166666666666667
Maryland,2006,3.85
Maryland,2007,3.4416666666666664
Maryland,2008,4.316666666666666
Maryland,2009,7.133333333333333
Maryland,2010,7.766666666666667
Maryland,2011,7.283333333333334
Maryland,2012,6.866666666666667
Maryland,2013,6.566666666666666
Maryland,2014,5.733333333333333
Maryland,2015,5.033333333333333
Maryland,2016,4.25
Maryland,2017,4.066666666666666
Maryland,2018,3.8083333333333336
Maryland,2019,3.3833333333333333
Maryland,2020,6.516666666666667
Maryland,2021,5.2
Maryland,2022,2.966666666666667
Maryland,2023,2.191666666666667
Maryland,2024,3.033333333333333
Massachusetts,1999,3.283333333333333
Massachusetts,2000,2.8083333333333336
Massachusetts,2001,3.7916666666666665
Massachusetts,2002,5.241666666666666
Massachusetts,2003,5.741666666666667
Massachusetts,2004,5.133333333333334
Massachusetts,2005,4.791666666666667
Massachusetts,2006,4.691666666666667
Massachusetts,2007,4.516666666666667
Massachusetts,2008,5.316666666666666
Massachusetts,2009,8.15
Massachusetts,2010,8.1
Massachusetts,2011,7.233333333333333
Massachusetts,2012,6.7
Massachusetts,2013,6.658333333333334
Massachusetts,2014,5.758333333333333
Massachusetts,2015,4.8
Massachusetts,2016,4.016666666666667
Massachusetts,2017,3.8333333333333335
Massachusetts,2018,3.4583333333333335
Massachusetts,2019,3.0500000000000003
Massachusetts,2020,9.341666666666667
Massachusetts,2021,5.291666666666667
Massachusetts,2022,3.625
Massachusetts,2023,3.4916666666666667
Massachusetts,2024,4.008333333333334
Michigan,1999,3.7416666666666667
Michigan,2000,3.6916666666666664
Michigan,2001,5.1499999999999995
Michigan,2002,6.191666666666666
Michigan,2003,7.108333333333333
Michigan,2004,6.941666666666666
Michigan,2005,6.758333333333333
Michigan,2006,6.866666666666667
Michigan,2007,7.066666666666666
Michigan,2008,8.233333333333333
Michigan,2009,13.483333333333334
Michigan,2010,12.741666666666667
Michigan,2011,10.141666666666667
Michigan,2012,9.066666666666666
Michigan,2013,8.733333333333333
Michigan,2014,7.2250000000000005
Michigan,2015,5.416666666666667
Michigan,2016,4.991666666666666
Michigan,2017,4.583333333333333
Michigan,2018,4.166666666666667
Michigan,2019,4.075
Michigan,2020,10.075000000000001
Michigan,2021,5.7250000000000005
Michigan,2022,4.133333333333334
Michigan,2023,3.9
Michigan,2024,4.691666666666666
Minnesota,1999,2.775
Minnesota,2000,3.108333333333333
Minnesota,2001,3.7583333333333333
Minnesota,2002,4.416666666666667
Minnesota,2003,4.758333333333334
Minnesota,2004,4.625
Minnesota,2005,4.108333333333333
Minnesota,2006,4.058333333333333
Minnesota,2007,4.6000000000000005
Minnesota,2008,5.45
Minnesota,2009,7.7
Minnesota,2010,7.366666666666667
Minnesota,2011,6.575
Minnesota,2012,5.658333333333334
Minnesota,2013,5.041666666666667
Minnesota,2014,4.241666666666666
Minnesota,2015,3.7583333333333333
Minnesota,2016,3.8666666666666667
Minnesota,2017,3.4416666666666664
Minnesota,2018,3.025
Minnesota,2019,3.275
Minnesota,2020,6.291666666666667
Minnesota,2021,3.6833333333333336
Minnesota,2022,2.4833333333333334
Minnesota,2023,2.8249999999999997
Minnesota,2024,3.025
Mississippi,1999,5.091666666666667
Mississippi,2000,5.325
Mississippi,2001,5.45
Mississippi,2002,6.3999999999999995
Mississippi,2003,6.141666666666667
Mississippi,2004,6.166666666666667
Mississippi,2005,7.6499999999999995
Mississippi,2006,6.383333333333333
Mississippi,2007,6.133333333333333
Mississippi,2008,6.716666666666666
Mississippi,2009,9.241666666666667
Mississippi,2010,10.125
Mississippi,2011,9.8
Mississippi,2012,8.825000000000001
Mississippi,2013,8.491666666666665
Mississippi,2014,7.6000000000000005
Mississippi,2015,6.45
Mississippi,2016,5.991666666666667
Mississippi,2017,5.208333333333333
Mississippi,2018,4.941666666666667
Mississippi,2019,5.491666666666667
Mississippi,2020,8.0
Mississippi,2021,5.408333333333334
Mississippi,2022,3.733333333333333
Mississippi,2023,3.108333333333333
Mississippi,2024,3.125
Missouri,1999,3.2416666666666667
Missouri,2000,3.391666666666667
Missouri,2001,4.5249999999999995
Missouri,2002,5.325
Missouri,2003,5.691666666666666
Missouri,2004,5.841666666666666
Missouri,2005,5.416666666666667
Missouri,2006,4.891666666666667
Missouri,2007,5.083333333333333
Missouri,2008,6.158333333333334
Missouri,2009,9.091666666666667
Missouri,2010,9.416666666666666
Missouri,2011,8.575000000000001
Missouri,2012,7.141666666666667
Missouri,2013,6.758333333333333
Missouri,2014,6.166666666666667
Missouri,2015,5.1000000000000005
Missouri,2016,4.575
Missouri,2017,3.7916666666666665
Missouri,2018,3.233333333333333
Missouri,2019,3.233333333333333
Missouri,2020,6.216666666666666
Missouri,2021,4.141666666666667
Missouri,2022,2.6
Missouri,2023,3.1
Missouri,2024,3.641666666666667
Montana,1999,5.3
Montana,2000,4.833333333333333
Montana,2001,4.616666666666666
Montana,2002,4.566666666666666
Montana,2003,4.733333333333333
Montana,2004,4.541666666666667
Montana,2005,4.083333333333333
Montana,2006,3.3666666666666667
Montana,2007,3.391666666666667
Montana,2008,4.7250000000000005
Montana,2009,7.1000000000000005
Montana,2010,7.1499999999999995
Montana,2011,6.625
Montana,2012,5.783333333333334
Montana,2013,5.3
Montana,2014,4.641666666666667
Montana,2015,4.241666666666666
Montana,2016,4.266666666666667
Montana,2017,4.1
Montana,2018,3.725
Montana,2019,3.5
Montana,2020,5.825
Montana,2021,3.391666666666667
Montana,2022,2.6333333333333333
Montana,2023,2.6666666666666665
Montana,2024,2.975
Nebraska,1999,2.766666666666667
Nebraska,2000,2.8333333333333335
Nebraska,2001,3.158333333333333
Nebraska,2002,3.658333333333333
Nebraska,2003,3.9166666666666665
Nebraska,2004,3.8499999999999996
Nebraska,2005,3.775
Nebraska,2006,3.0416666666666665
Nebraska,2007,2.9583333333333335
Nebraska,2008,3.2583333333333333
Nebraska,2009,4.633333333333334
Nebraska,2010,4.641666666666667
Nebraska,2011,4.366666666666666
Nebraska,2012,3.9166666666666665
Nebraska,2013,3.716666666666667
Nebraska,2014,3.233333333333333
Nebraska,2015,2.975
Nebraska,2016,3.108333333333334
Nebraska,2017,2.9583333333333335
Nebraska,2018,2.908333333333333
Nebraska,2019,3.1166666666666667
Nebraska,2020,4.266666666666667
Nebraska,2021,2.6
Nebraska,2022,2.15
Nebraska,2023,2.308333333333333
Nebraska,2024,2.775
Nevada,1999,4.05
Nevada,2000,4.141666666666667
Nevada,2001,5.108333333333333
Nevada,2002,5.625
Nevada,2003,5.2
Nevada,2004,4.45
Nevada,2005,4.208333333333333
Nevada,2006,4.166666666666667
Nevada,2007,4.766666666666667
Nevada,2008,6.8999999999999995
Nevada,2009,11.075000000000001
Nevada,2010,13.25
Nevada,2011,12.983333333333334
Nevada,2012,11.533333333333333
Nevada,2013,9.966666666666667
Nevada,2014,8.200000000000001
Nevada,2015,6.866666666666667
Nevada,2016,5.833333333333333
Nevada,2017,5.008333333333334
Nevada,2018,4.408333333333333
Nevada,2019,4.108333333333333
Nevada,2020,13.674999999999999
Nevada,2021,6.825
Nevada,2022,5.2
Nevada,2023,5.141666666666667
Nevada,2024,5.566666666666666
New Hampshire,1999,2.725
New Hampshire,2000,2.6666666666666665
New Hampshire,2001,3.408333333333333
New Hampshire,2002,4.466666666666666
New Hampshire,2003,4.433333333333334
New Hampshire,2004,3.8249999999999997
New Hampshire,2005,3.6333333333333333
New Hampshire,2006,3.516666666666667
New Hampshire,2007,3.533333333333333
New Hampshire,2008,3.766666666666666
New Hampshire,2009,6.05
New Hampshire,2010,6.058333333333334
New Hampshire,2011,5.491666666666667
New Hampshire,2012,5.4750000000000005
New Hampshire,2013,5.25
New Hampshire,2014,4.316666666666666
New Hampshire,2015,3.391666666666667
New Hampshire,2016,2.891666666666666
New Hampshire,2017,2.808333333333333
New Hampshire,2018,2.6333333333333333
New Hampshire,2019,2.5500000000000003
New Hampshire,2020,6.75
New Hampshire,2021,3.475
New Hampshire,2022,2.4166666666666665
New Hampshire,2023,2.2583333333333333
New Hampshire,2024,2.558333333333333
New Jersey,1999,4.441666666666666
New Jersey,2000,3.65
New Jersey,2001,4.2250000000000005
New Jersey,2002,5.7749999999999995
New Jersey,2003,5.8500000000000005
New Jersey,2004,4.916666666666667
New Jersey,2005,4.441666666666666
New Jersey,2006,4.691666666666667
New Jersey,2007,4.208333333333333
New Jersey,2008,5.425
New Jersey,2009,8.833333333333334
New Jersey,2010,9.666666666666666
New Jersey,2011,9.4
New Jersey,2012,9.450000000000001
New Jersey,2013,8.416666666666666
New Jersey,2014,6.683333333333334
New Jersey,2015,5.691666666666666
New Jersey,2016,4.933333333333334
New Jersey,2017,4.516666666666667
New Jersey,2018,4.016666666666667
New Jersey,2019,3.4583333333333335
New Jersey,2020,9.483333333333333
New Jersey,2021,6.691666666666666
New Jersey,2022,3.85
New Jersey,2023,4.2749999999999995
New Jersey,2024,4.533333333333333
New Mexico,1999,5.583333333333333
New Mexico,2000,5.016666666666667
New Mexico,2001,4.966666666666667
New Mexico,2002,5.4750000000000005
New Mexico,2003,5.925
New Mexico,2004,5.583333333333333
New Mexico,2005,5.2250000000000005
New Mexico,2006,4.233333333333333
New Mexico,2007,3.5416666666666665
New Mexico,2008,4.375
New Mexico,2009,7.05
New Mexico,2010,7.816666666666666
New Mexico,2011,7.216666666666666
New Mexico,2012,6.95
New Mexico,2013,6.8999999999999995
New Mexico,2014,6.558333333333334
New Mexico,2015,6.608333333333333
New Mexico,2016,6.783333333333334
New Mexico,2017,6.116666666666667
New Mexico,2018,4.933333333333334
New Mexico,2019,4.966666666666667
New Mexico,2020,7.925
New Mexico,2021,7.066666666666666
New Mexico,2022,4.066666666666667
New Mexico,2023,3.6666666666666665
New Mexico,2024,4.1499999999999995
New York,1999,5.183333333333334
New York,2000,4.5
New York,2001,4.866666666666666
New York,2002,6.2
New York,2003,6.416666666666667
New York,2004,5.808333333333334
New York,2005,4.95
New York,2006,4.5
New York,2007,4.425
New York,2008,5.391666666666667
New York,2009,8.383333333333333
New York,2010,8.733333333333333
New York,2011,8.358333333333333
New York,2012,8.65
New York,2013,7.816666666666666
New York,2014,6.291666666666667
New York,2015,5.216666666666667
New York,2016,4.875
New York,2017,4.641666666666667
New York,2018,4.1000000000000005
New York,2019,3.891666666666667
New York,2020,9.908333333333333
New York,2021,7.083333333333333
New York,2022,4.291666666666667
New York,2023,4.041666666666667
New York,2024,4.308333333333334
North Carolina,1999,3.3000000000000003
North Carolina,2000,3.75
North Carolina,2001,5.4750000000000005
North Carolina,2002,6.5249999999999995
North Carolina,2003,6.258333333333333
North Carolina,2004,5.466666666666666
North Carolina,2005,5.216666666666667
North Carolina,2006,4.733333333333333
North Carolina,2007,4.716666666666667
North Carolina,2008,5.933333333333334
North Carolina,2009,10.791666666666666
North Carolina,2010,10.799999999999999
North Carolina,2011,10.35
North Carolina,2012,9.6
North Carolina,2013,7.7749999999999995
North Carolina,2014,6.116666666666667
North Carolina,2015,5.658333333333334
North Carolina,2016,5.1
North Carolina,2017,4.55
North Carolina,2018,4.008333333333334
North Carolina,2019,3.875
North Carolina,2020,7.325
North Carolina,2021,4.891666666666667
North Carolina,2022,3.6750000000000003
North Carolina,2023,3.4916666666666667
North Carolina,2024,3.6166666666666667
North Dakota,1999,3.1500000000000004
North Dakota,2000,2.908333333333333
North Dakota,2001,2.8166666666666664
North Dakota,2002,3.375
North Dakota,2003,3.4499999999999997
North Dakota,2004,3.358333333333333
North Dakota,2005,3.3249999999999997
North Dakota,2006,3.1166666666666667
North Dakota,2007,3.0416666666666665
North Dakota,2008,3.0749999999999997
North Dakota,2009,3.875
North Dakota,2010,3.658333333333333
North Dakota,2011,3.341666666666667
North Dakota,2012,2.9416666666666664
North Dakota,2013,2.891666666666666
North Dakota,2014,2.6666666666666665
North Dakota,2015,2.775
North Dakota,2016,3.016666666666667
North Dakota,2017,2.6
North Dakota,2018,2.3916666666666666
North Dakota,2019,2.15
North Dakota,2020,5.008333333333334
North Dakota,2021,3.091666666666667
North Dakota,2022,2.091666666666667
North Dakota,2023,2.033333333333333
North Dakota,2024,2.408333333333333
Ohio,1999,4.325
Ohio,2000,4.066666666666666
Ohio,2001,4.433333333333334
Ohio,2002,5.816666666666666
Ohio,2003,6.25
Ohio,2004,6.2250000000000005
Ohio,2005,5.8999999999999995
Ohio,2006,5.433333333333334
Ohio,2007,5.6000000000000005
